id,mail
UCbl4pUH7hdGRiq0lQVTwHPQ,FALSE
UCpPcXAGIp_pWURZZXTtTrzQ,TRUE
UCZxd1x9QJughovwPIUso7qQ,TRUE
UCH1cm14IzXN9IoWTcDhQRYw,TRUE
UCyGd3cN0zA8VLLqYV-QyIiQ,TRUE
UCUKMpHTtAG8bJY7bMSatNJg,TRUE
UCFFUY0PCOH3CieBjbZd5suw,TRUE
UCSXIjW3-sHwsiLLt2G8hEnw,FALSE
UCi0q0edqBVUrWV33p7oE2VQ,TRUE
UCC0-My2lNKhaHTa2tHwlabw,TRUE
UC8SZEDw9KOK_-wnki2nrj3A,TRUE
UCiwlzp0GvOuvM_zH7myirOQ,TRUE
UCy4yUVOTiEpS9H94m-Qej2Q,FALSE
UCP0XktX1FmYL--LLm1W3FSA,FALSE
UCsPA-hLmF_kXPHP-YjGWeKw,FALSE
UC9tztlONSXmfzY3QAQ82QFQ,FALSE
UCWgaZEAILUROPpbBTHfd7oQ,FALSE
UCU8AzcteogFlkllpmqm7yuw,FALSE
UC1OntG4gnEN6OlQndUdsR0w,TRUE
UCPDJ4OCfCe374_P1gfYKedA,FALSE
UC17IvepCKuw7gkSTHSPP_Ww,FALSE
UCwCVy302o8QfMAUchvB2t5A,FALSE
UCj9aFd9JVA70udVnum-MKWQ,FALSE
UCBgO8Z95Kx306kU5R6RFA5Q,TRUE
UCXa9OdFk95q_MiS8Yu2Cvzg,FALSE
UCndI_OHzAW5o8HxM4vq0rtg,FALSE
UCNCruS9eBYPJt9p955J5tzg,FALSE
UC-TQcBxiQrZcr7fPFIzXmog,TRUE
UC_vLNW0-OMojPEg4aO74bbg,FALSE
UCZcz_zqcL-Zla6oifipbNug,FALSE
UCIhRlSaMdABFJO3QM16mcSA,FALSE
UCzPQreht47Pu8SI2Gp1D-dA,FALSE
UCay_OLhWtf9iklq8zg_or0g,FALSE
UCSedogQCU-k76_UNu8WpNDg,FALSE
UCvWYeLsotvHG_k6SgcGTPvw,FALSE
UC2Fv5bsYzD36xxv9JrAuPzg,TRUE
UCUImlwIk9-88oX_3W4csqug,FALSE
UCAn_oF3Mv31X1_iAKenIBCA,FALSE
UC0z4P1lnHGikBW1z-edBk8A,FALSE
UCvAlmquinLlGfcuLJcLNWAg,FALSE
UC3zhCcqhdyyy6vyzwoWZJ7Q,FALSE
UCrxRPHW6bkFNfxrxsEgBQjA,FALSE
UCKUtS2jNgfdEBRwWK1sz4-Q,FALSE
UC7MczB0UfR5SUQibfGmL0cg,TRUE
UCHP_QW1gylTTNCs3iLbgY3Q,FALSE
UCRUMmF563C8os4JNT_OGdJg,FALSE
UCeR-Gl1vDj-nYjaUvfGykDQ,FALSE
UCk8Kccr5vckZVyJ2KmR0sIw,FALSE
UCnGeLNkT4PdWM0RoNwm2W8g,FALSE
UC-ddJ1wpFzP8SmaqqqNH_DA,FALSE
UC1ezoVTHnyxR1e5QYqdY7Lg,FALSE
UCrAjlDXb6HdHoo27lsKbmBA,TRUE
UC9PZT9f2YJRmtQL9455WH9A,TRUE
UCSQ8T6df08Ukc8wKvbxWfww,FALSE
UCavAXp3fx_l7MuJm6p5HuXw,FALSE
UCXGrOG7PE1Xsjw4XZe43nvg,FALSE
UCidCOTG_pjHVQPck5S1Bq-w,FALSE
UCQ1Z0PHeTC4pLROheEV1XkA,TRUE
UCd4oxgLE6PGowmAGV3bCL1Q,FALSE
UC00jthxDTkwNIaj46XAEddw,FALSE
UCyME1O72aVk8HMFMGRtjezg,FALSE
UCXfw97gAusvqdFw8p_8msAA,FALSE
UCq3n3P_1RPOkuDqZDhImmjg,FALSE
UC5jMLapp2Z1OL-dNqM855KQ,FALSE
UCmRLimi2Vt7jsCrwjEuSE9A,FALSE
UCJSS7iLPehCuSNCulTlKMVg,FALSE
UC7UdKZ9ujF1sFlP93dfjMgA,FALSE
UCAXkByV7ukrWp-8vR3ReLEA,TRUE
UCm0nSjfICjm9XkjhyRkripA,FALSE
UCTz7hPt54-mdAZWLT7uAIMw,FALSE
UCJtjTo6iLH3aBn7DzlHE_rA,FALSE
UCc9hSrWl38iVzRmdFhcmOjg,FALSE
UCgwp--gjWuzllpyzyWSo5Rg,TRUE
UCocjbnMY99bUwoOtC7OkT9g,FALSE
UCrghRaw9QUj9wr1KmUmq-Ww,FALSE
UCYFvEPbFbDIVRiODrh1-x4g,TRUE
UCkaf5Ih_hfJhgSYuxdRrAeg,FALSE
UCf-F5Xe_y99T-VjstWeaStQ,FALSE
UCm0meJiLbsa95jGKdiOG3MQ,FALSE
UCGtX3UJwJ82TnN_94Y-TTiw,TRUE
UC1Photif9O5xBJbWhhuenLQ,TRUE
UCNvbzaEumM6XxoigLKk4pKg,TRUE
UCC57FdmxzApAE8pf3JSggdA,FALSE
UC2EYz8hdR6B9FommcvFMapg,FALSE
UCaY0KUgBoNMsiAmZB5ocXPg,FALSE
UCa30hKaGhvDQ3agUfMRjRlQ,FALSE
UC-dw7Ff8BMM5_gWGaBm590Q,FALSE
UCUakgkLGkhyemHe1x4OhaHQ,TRUE
UC-k-Rld-31VU588OAEWC0DA,TRUE
UCD6zwIVajLLWvSAzxmLbw-A,FALSE
UCcq-IiZQr5QerrzqNcZFO5A,TRUE
UC7QEC1ilps_uJ5vmPf0shAQ,FALSE
UCZHWJKRoXdxJWehGd2QvRvA,FALSE
UCe2YSQiQurqip7c1b9IkTwg,TRUE
UCBs2Y3i14e1NWQxOGliatmg,TRUE
UCmmIXt8yU5IUP7IFrwCPCiw,FALSE
UCGBtk3J7PL40ZMhf3_1YBwg,TRUE
UCEdKu3D2SHD6RAHffCfR5Pg,FALSE
UCHuRmBiNxVXpaPWGNJbkWJg,FALSE
UCh0g_cn24kkCh0CqXL2-Rtw,FALSE
UCPb6-rZi2orgH0EEqYB-QdA,FALSE
UCHP1TYqf3gDuPgMWHe1_qaw,FALSE
UCxKayhmO574h5v6-zPDKptA,TRUE
UCFTR7-nvJVhZK9hhMEx3c_g,TRUE
UCoNchVUvqpueNXNAj1xxgfg,FALSE
UCPIFpXoSHcxugKT7wnnsDHg,FALSE
UCgzZQjRQDzCxMXsrvz8edFg,FALSE
UC2Zy7yOQSQySE5izhB_fuYQ,TRUE
UC1k5tFwF2dDPaFffLf-uSiA,FALSE
UCpmxmmW7ERkH_hRtLCVhqAw,FALSE
UCdZITMrih6tDcA-yJadA8Ag,TRUE
UCLDqwYRIwQXMa8U54dxDtTQ,FALSE
UCfYOgElzqPqAoHsLn4pvVlA,TRUE
UC2UxwknruoZ3D7-1_WCNItQ,FALSE
UCqbjXOW_--P4_oKjx72ODIg,FALSE
UCGqOTtZcPXPZvORJTF4UIdw,FALSE
UCj3pSt0tKbDQ5ObZBFdK5Lw,FALSE
UCqHTLE2ISetsO_rHBiiXhdQ,FALSE
UCRYYWAza_XEzVKKqbu84SkQ,FALSE
UCy5KtRxl2tFc547LQhoJ6wA,FALSE
UCneAS1aSqCNW_P6MZP2_tSA,TRUE
UCbLEAJAo7Mw42JqMi86TVbg,FALSE
UC82kOfh5EDszJiCfxCva0CQ,TRUE
UCUuQgufDeih0Y5PMlOs_lQA,FALSE
UCmkuiue0A7H92rcZm1OaMaQ,FALSE
UC9MtHm0j7z3aKoj7G7KeF-Q,FALSE
UCRoX7ew7KQ9Y1JynoFBc6yA,FALSE
UCZiM5qqYNhMppjECQTfP7bQ,FALSE
UCJxNkQZ_x6B0X6aybMZWelA,FALSE
UCTEpn7yQrF1eKMj3jtRCjOg,TRUE
UCeZkHHXkbqJ--S7J6zW2H5Q,FALSE
UCCxMolkBbFvMATFEf5En_TA,TRUE
UCO7SyepWR3VTyHwByla3o_w,TRUE
UClT7hcMpiE9T_XDHLebO04A,FALSE
UCE3rJPSpXnVxvgBSXQWeodA,TRUE
UCqCx7rcGEfjE1adpO3puZ8A,FALSE
UCp9_IdYfsUcLkdFl0x80Scw,FALSE
UC9DyR_6F9zbkkphv9xs9Rxg,FALSE
UCvZlxYzPCyXrtLHkkgPlTYA,FALSE
UCWsX3xDj6ekgqHOQ_fSkBqw,FALSE
UCIoFT6fYmzIEMjldKwytLWA,FALSE
UCY30JRSgfhYXA6i6xX1erWg,TRUE
UC-cUxjYYGuehenT3YWH8sUg,FALSE
UC4WDGBa37-y8-HQEaUc7NPQ,FALSE
UCNwL2sXSTrW8wW6BuHeJ3rQ,FALSE
UCaDYRLZC8FL-Df3ZJHDnpzw,TRUE
UCWv_20ptZMar2TDswm6wYLg,TRUE
UC8ekybeo216CnGEnO1y7duA,FALSE
UCY9vnY4jMLQEpC_8cJWnHrw,TRUE
UCSx5DX6vU1nAi49Y01mknkw,TRUE
UCBRmwsBDr6EDin0O5PQNy0Q,TRUE
UCUnExvOBNIzmWnaWCd-Ka9Q,FALSE
UCcqsx0NjdN3Ng9Nd8VSOlXg,TRUE
UCnZz6TEZNfcSi5ghUndgygw,TRUE
UCW0rZ4UyCD4iknz7t8ogIpw,FALSE
UCETYzeJczHB2tDjIzkzF_CA,FALSE
UCv6mgxOjz1UA2tcXvuzlPYw,FALSE
UCx6jDI1s0KnYl8T7Z5ANv0A,FALSE
UCstwnmjrH6CX63UNqo0Mh5A,TRUE
UCcCLDruqa7cwT-xZgkGZenA,TRUE
UCOyQHPE68M-7IOWkdgom9-Q,FALSE
UC-YjlUm5ee7_sXHvIo5-hew,FALSE
UC9ureZgJ6T-KkYsS_fK7Zgg,FALSE
UC69Y7DCJKcNRVgM_gX8mX7w,TRUE
UCL9yj-9iVdA8hjr5istRlFQ,FALSE
UCKTHJVq9B4aw1enKz1nWhUw,TRUE
UCz590VCg2P4eZZiH_g4BQ5Q,TRUE
UCJmrEANvwVvAec1-ybpFoNw,FALSE
UC4D8uQg4bfBR5sTrO1VG4MA,FALSE
UCoPHN90FtCtc0sLiHDSWxsw,FALSE
UC4P2wqeGTaO4CPVd5hP90SA,FALSE
UCKy1dAqELo0zrOtPkf0eTMw,FALSE
UCO7fujFV_MuxTM0TuZrnE6Q,FALSE
UC9pO2YNforRbdwKOh09djKA,FALSE
UC7lZ_iOz3NhA6krGfILerQA,TRUE
UCdI_pzbYbtdDXquCmZOfTPQ,FALSE
UC0lRhmEiBp1-HAFrVcrAueg,TRUE
UCeohTt4JJAzNLnxUg3968wA,FALSE
UCJzte74amLpE7xuubKC32Ow,FALSE
UCN-6aIGc_tcZyhXH0vOOulQ,FALSE
UCAGaiCMup_uxEMcBCcLRnmQ,FALSE
